class,cap-shape,cap-surface,cap-color,bruises,odor,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
p,f,f,9,0,f,e,1,1,1,0,4,p,2,1,2,1,v,p
p,f,f,3,0,f,e,1,1,1,6,0,p,2,1,2,1,y,p
p,f,f,9,0,f,e,1,1,1,0,6,p,2,1,2,1,y,p
p,f,y,9,0,f,e,1,1,1,4,4,p,2,1,2,1,y,d
p,f,f,9,0,f,e,1,1,1,4,4,p,2,1,2,1,v,p
p,f,f,9,0,f,e,1,1,1,0,6,p,2,1,2,1,v,d
p,x,y,3,0,f,e,1,1,1,0,6,p,2,1,2,1,v,g
p,x,y,3,0,f,e,1,1,1,0,0,p,2,1,2,1,v,g
p,x,y,3,0,f,e,1,1,1,0,4,p,2,1,2,1,v,d
e,x,s,0,1,n,e,0,2,2,2,7,p,2,2,0,7,c,w
p,f,f,3,0,f,e,1,1,1,6,4,p,2,1,2,1,v,d
p,x,f,9,0,f,e,1,1,1,6,0,p,2,1,2,1,v,d
p,x,y,4,0,s,t,0,2,2,6,6,p,2,1,0,7,v,l
p,x,y,3,0,f,e,1,1,1,0,0,p,2,1,2,1,y,d
p,f,y,3,0,f,e,1,1,1,4,0,p,2,1,2,1,v,p
p,f,y,3,0,f,e,1,1,1,6,4,p,2,1,2,1,y,d
p,f,f,9,0,f,e,1,1,1,0,6,p,2,1,2,1,y,g
p,x,y,9,0,f,e,1,1,1,4,4,p,2,1,2,1,v,d
p,x,f,9,0,f,e,1,1,1,6,0,p,2,1,2,1,v,g
p,f,f,3,0,f,e,1,1,1,4,4,p,2,1,2,1,y,p
p,x,y,3,0,f,e,1,1,1,4,6,p,2,1,2,1,v,p
p,f,f,9,0,f,e,1,1,1,0,0,p,2,1,2,1,y,g
p,x,f,9,0,f,e,1,1,1,4,6,p,2,1,2,1,y,g
e,x,y,7,0,n,e,0,2,0,7,7,p,2,1,1,1,v,d
e,f,y,0,1,n,e,0,2,2,2,2,p,2,2,0,7,c,w
p,f,y,9,0,f,e,1,1,1,0,6,p,2,1,2,1,y,d
p,x,y,9,0,f,e,1,1,1,4,6,p,2,1,2,1,y,p
p,x,y,3,0,f,e,1,1,1,6,0,p,2,1,2,1,v,g
p,f,f,3,0,f,e,1,1,1,6,4,p,2,1,2,1,y,d
p,f,y,3,0,f,e,1,1,1,4,4,p,2,1,2,1,v,g
p,f,f,3,0,f,e,1,1,1,0,0,p,2,1,2,1,y,g
p,f,y,3,0,f,e,1,1,1,4,4,p,2,1,2,1,v,g
p,x,f,9,0,f,e,1,1,1,6,4,p,2,1,2,1,y,g
p,f,f,9,0,f,e,1,1,1,6,6,p,2,1,2,1,v,d
p,f,f,3,0,f,e,1,1,1,6,6,p,2,1,2,1,v,d
p,f,y,9,0,f,e,1,1,1,4,0,p,2,1,2,1,v,g
p,f,y,9,0,f,e,1,1,1,4,6,p,2,1,2,1,y,g
p,f,f,3,0,f,e,1,1,1,4,6,p,2,1,2,1,v,g
p,f,s,0,1,f,t,1,2,0,7,7,p,2,1,4,1,v,g
p,f,s,8,1,n,e,1,2,2,7,7,p,2,2,4,5,v,m
p,x,y,9,0,f,e,1,1,1,6,4,p,2,1,2,1,y,p
p,f,f,9,0,f,e,1,1,1,0,0,p,2,1,2,1,v,p
p,f,y,3,0,f,e,1,1,1,6,6,p,2,1,2,1,v,g
p,x,y,9,0,f,e,1,1,1,4,6,p,2,1,2,1,v,d
p,x,f,9,0,f,e,1,1,1,6,4,p,2,1,2,1,v,p
p,x,f,9,0,f,e,1,1,1,6,0,p,2,1,2,1,y,d
e,f,f,3,1,n,t,1,2,2,3,3,p,2,1,4,3,v,d
e,x,y,7,0,n,e,0,2,0,7,7,p,2,1,1,1,v,d
p,x,y,3,0,f,e,1,1,1,6,6,p,2,1,2,1,y,d
p,f,f,9,0,f,e,1,1,1,4,0,p,2,1,2,1,v,g
p,x,y,9,0,f,e,1,1,1,4,0,p,2,1,2,1,v,d
p,f,y,3,0,f,e,1,1,1,4,6,p,2,1,2,1,v,d
p,x,y,9,0,f,e,1,1,1,4,6,p,2,1,2,1,y,p
p,x,f,9,0,f,e,1,1,1,0,6,p,2,1,2,1,v,d
p,x,y,9,0,f,e,1,1,1,0,4,p,2,1,2,1,y,p
p,f,f,9,0,f,e,1,1,1,4,4,p,2,1,2,1,v,g
p,x,y,3,0,f,e,1,1,1,6,4,p,2,1,2,1,y,p
p,f,y,3,0,f,e,1,1,1,4,4,p,2,1,2,1,y,g
p,f,y,3,0,f,e,1,1,1,6,4,p,2,1,2,1,v,p
p,x,f,9,0,f,e,1,1,1,6,6,p,2,1,2,1,y,p
e,f,f,2,1,n,t,1,2,2,7,3,p,2,1,4,3,v,d
p,x,y,9,0,f,e,1,1,1,6,6,p,2,1,2,1,y,d
p,f,f,3,0,f,e,1,1,1,4,0,p,2,1,2,1,v,d
p,x,y,3,0,f,e,1,1,1,0,4,p,2,1,2,1,y,p
p,f,y,3,0,f,e,1,1,1,0,6,p,2,1,2,1,v,p
p,f,f,3,0,f,e,1,1,1,0,4,p,2,1,2,1,y,p
p,f,f,3,0,f,e,1,1,1,4,0,p,2,1,2,1,y,d
p,f,f,3,0,f,e,1,1,1,4,6,p,2,1,2,1,v,g
p,f,y,3,0,f,e,1,1,1,6,4,p,2,1,2,1,y,d
p,f,f,9,0,f,e,1,1,1,6,0,p,2,1,2,1,v,d
p,x,f,9,0,f,e,1,1,1,6,6,p,2,1,2,1,y,d
p,x,y,3,0,f,e,1,1,1,4,4,p,2,1,2,1,v,p
p,x,y,3,0,f,e,1,1,1,0,4,p,2,1,2,1,y,p
p,x,f,8,0,c,e,1,2,2,7,7,p,2,1,4,3,v,d
p,f,f,3,0,f,e,1,1,1,0,6,p,2,1,2,1,y,d
p,x,f,9,0,f,e,1,1,1,6,6,p,2,1,2,1,v,p
p,f,y,3,0,f,e,1,1,1,6,6,p,2,1,2,1,v,d
p,x,f,9,0,f,e,1,1,1,6,4,p,2,1,2,1,v,g
p,f,y,3,0,f,e,1,1,1,6,4,p,2,1,2,1,v,d
p,f,y,3,0,f,e,1,1,1,4,0,p,2,1,2,1,v,d
p,f,f,9,0,f,e,1,1,1,0,4,p,2,1,2,1,y,p
p,x,y,3,0,f,e,1,1,1,0,6,p,2,1,2,1,v,g
p,f,y,9,0,f,e,1,1,1,4,0,p,2,1,2,1,v,g
p,f,f,9,0,f,e,1,1,1,4,6,p,2,1,2,1,y,p
p,x,f,9,0,f,e,1,1,1,0,6,p,2,1,2,1,v,d
p,f,f,9,0,f,e,1,1,1,4,0,p,2,1,2,1,v,g
p,x,y,9,0,f,e,1,1,1,0,4,p,2,1,2,1,y,p
p,f,f,9,0,f,e,1,1,1,0,0,p,2,1,2,1,y,d
p,x,f,9,0,f,e,1,1,1,0,0,p,2,1,2,1,v,g
p,f,y,3,0,f,e,1,1,1,4,4,p,2,1,2,1,y,d
p,f,f,3,0,f,e,1,1,1,6,0,p,2,1,2,1,y,d
p,f,f,9,0,f,e,1,1,1,6,4,p,2,1,2,1,v,g
p,f,f,3,0,f,e,1,1,1,0,0,p,2,1,2,1,v,d
p,f,f,3,0,f,e,1,1,1,6,4,p,2,1,2,1,y,g
p,f,f,9,0,f,e,1,1,1,6,4,p,2,1,2,1,v,d
p,x,y,9,0,f,e,1,1,1,6,6,p,2,1,2,1,y,d
p,x,y,9,0,f,e,1,1,1,0,6,p,2,1,2,1,v,d
p,f,f,9,0,f,e,1,1,1,4,4,p,2,1,2,1,y,d
p,x,y,9,0,f,e,1,1,1,0,0,p,2,1,2,1,v,d
p,x,y,9,0,f,e,1,1,1,0,6,p,2,1,2,1,v,g
p,x,y,4,0,y,t,0,2,2,6,7,p,2,1,0,7,v,d
e,f,y,0,1,n,e,0,2,2,7,7,p,2,2,0,7,c,w
p,x,f,9,0,f,e,1,1,1,0,6,p,2,1,2,1,v,g
p,x,y,9,0,f,e,1,1,1,0,0,p,2,1,2,1,y,d
p,f,y,3,0,f,e,1,1,1,4,0,p,2,1,2,1,y,d
p,x,y,9,0,f,e,1,1,1,4,6,p,2,1,2,1,y,d
p,f,y,3,0,f,e,1,1,1,6,0,p,2,1,2,1,v,p
p,f,y,3,0,f,e,1,1,1,6,0,p,2,1,2,1,y,d
p,f,f,3,0,f,e,1,1,1,6,0,p,2,1,2,1,v,p
p,x,f,9,0,f,e,1,1,1,6,4,p,2,1,2,1,v,p
p,f,f,9,0,f,e,1,1,1,0,4,p,2,1,2,1,y,g
p,f,f,9,0,f,e,1,1,1,6,6,p,2,1,2,1,y,d
p,f,y,3,0,f,e,1,1,1,6,0,p,2,1,2,1,v,p
p,f,y,3,0,f,e,1,1,1,4,0,p,2,1,2,1,y,g
p,f,f,3,0,f,e,1,1,1,4,0,p,2,1,2,1,y,g
p,f,y,3,0,f,e,1,1,1,0,4,p,2,1,2,1,v,d
p,f,f,3,0,f,e,1,1,1,6,0,p,2,1,2,1,v,d
p,f,y,3,0,f,e,1,1,1,6,0,p,2,1,2,1,v,p
p,x,f,3,0,c,e,1,2,2,7,7,p,2,1,4,2,s,d
p,f,s,0,1,f,t,1,0,0,7,7,p,2,1,4,1,v,g
e,f,f,2,1,n,t,1,2,2,3,7,p,2,1,4,2,v,d
p,x,y,9,0,f,e,1,1,1,6,4,p,2,1,2,1,v,p
p,x,y,3,0,f,e,1,1,1,6,4,p,2,1,2,1,y,d
p,f,y,3,0,f,e,1,1,1,4,0,p,2,1,2,1,v,g
e,f,f,3,1,n,t,1,2,2,6,7,p,2,1,4,2,v,d
p,x,y,9,0,f,e,1,1,1,0,6,p,2,1,2,1,y,d
p,x,y,9,0,f,e,1,1,1,6,0,p,2,1,2,1,v,p
p,f,f,9,0,f,e,1,1,1,4,6,p,2,1,2,1,y,p
p,x,f,9,0,f,e,1,1,1,0,6,p,2,1,2,1,v,p
p,x,f,9,0,f,e,1,1,1,0,0,p,2,1,2,1,y,d
p,x,y,3,0,f,e,1,1,1,4,6,p,2,1,2,1,v,g
p,f,s,8,1,f,t,1,2,0,7,7,p,2,1,4,1,s,u
p,x,y,3,0,f,e,1,1,1,6,4,p,2,1,2,1,v,d
p,x,f,9,0,f,e,1,1,1,0,4,p,2,1,2,1,v,g
p,f,y,3,0,f,e,1,1,1,6,6,p,2,1,2,1,y,p
p,x,y,3,0,f,e,1,1,1,6,6,p,2,1,2,1,v,p
p,x,f,9,0,f,e,1,1,1,4,0,p,2,1,2,1,v,d
e,f,y,7,0,n,e,0,2,0,7,7,p,2,1,1,1,v,d
p,f,f,9,0,f,e,1,1,1,0,0,p,2,1,2,1,y,d
p,f,y,3,0,f,e,1,1,1,0,0,p,2,1,2,1,v,g
p,x,y,9,0,f,e,1,1,1,0,6,p,2,1,2,1,y,g
p,f,f,3,0,f,e,1,1,1,0,4,p,2,1,2,1,y,g
e,f,y,4,1,n,t,1,2,2,6,6,p,2,1,4,3,y,d
p,x,f,9,0,f,e,1,1,1,6,4,p,2,1,2,1,v,p
p,f,f,3,0,f,e,1,1,1,4,6,p,2,1,2,1,y,d
p,x,y,3,0,f,e,1,1,1,4,0,p,2,1,2,1,y,p
p,f,f,9,0,f,e,1,1,1,4,4,p,2,1,2,1,y,g
p,x,f,9,0,f,e,1,1,1,0,0,p,2,1,2,1,v,d
p,x,y,9,0,f,e,1,1,1,0,4,p,2,1,2,1,v,p
p,x,f,9,0,f,e,1,1,1,0,4,p,2,1,2,1,v,p
p,f,y,3,0,f,e,1,1,1,4,6,p,2,1,2,1,v,g
p,x,s,8,1,f,t,1,0,0,7,7,p,2,1,4,1,s,u
e,f,y,2,1,n,e,0,2,2,7,7,p,2,2,0,7,c,w
e,x,y,7,0,n,e,0,2,0,7,7,p,2,1,1,1,y,d
p,x,y,9,0,f,e,1,1,1,0,4,p,2,1,2,1,v,g
p,x,y,3,0,f,e,1,1,1,4,6,p,2,1,2,1,y,d
p,x,f,9,0,f,e,1,1,1,6,6,p,2,1,2,1,y,p
p,f,f,3,0,f,e,1,1,1,6,4,p,2,1,2,1,y,d
p,x,y,3,0,f,e,1,1,1,6,0,p,2,1,2,1,y,p
p,f,f,3,0,f,e,1,1,1,0,4,p,2,1,2,1,y,g
p,f,f,9,0,f,e,1,1,1,6,4,p,2,1,2,1,y,g
p,x,y,3,0,f,e,1,1,1,6,6,p,2,1,2,1,y,p
p,f,y,3,0,f,e,1,1,1,4,0,p,2,1,2,1,y,p
e,f,s,5,1,n,e,0,2,2,7,2,p,2,2,0,7,c,w
p,f,f,3,0,f,e,1,1,1,6,4,p,2,1,2,1,y,p
p,x,y,9,0,f,e,1,1,1,0,6,p,2,1,2,1,y,p
p,x,y,3,0,f,e,1,1,1,4,0,p,2,1,2,1,y,p
p,f,f,9,0,f,e,1,1,1,0,4,p,2,1,2,1,v,g
p,x,f,9,0,f,e,1,1,1,6,4,p,2,1,2,1,y,d
p,f,y,3,0,f,e,1,1,1,4,0,p,2,1,2,1,y,d
p,f,y,9,0,f,e,1,1,1,4,6,p,2,1,2,1,y,p
p,x,y,3,0,f,e,1,1,1,0,6,p,2,1,2,1,y,g
p,x,y,3,0,f,e,1,1,1,0,4,p,2,1,2,1,y,d
p,f,f,9,0,f,e,1,1,1,4,6,p,2,1,2,1,y,p
p,f,f,3,0,f,e,1,1,1,0,4,p,2,1,2,1,y,d
p,x,y,3,0,f,e,1,1,1,0,4,p,2,1,2,1,y,p
p,f,f,9,0,f,e,1,1,1,6,6,p,2,1,2,1,v,p
p,f,y,3,0,f,e,1,1,1,4,6,p,2,1,2,1,v,d
p,x,y,3,0,f,e,1,1,1,4,6,p,2,1,2,1,y,g
p,f,f,3,0,f,e,1,1,1,0,0,p,2,1,2,1,v,d
p,x,y,3,0,f,e,1,1,1,4,6,p,2,1,2,1,y,g
p,f,f,3,0,f,e,1,1,1,6,4,p,2,1,2,1,v,d
p,x,y,9,0,f,e,1,1,1,0,0,p,2,1,2,1,y,p
p,x,f,9,0,f,e,1,1,1,6,6,p,2,1,2,1,y,g
p,x,y,3,0,f,e,1,1,1,0,6,p,2,1,2,1,v,p
p,f,f,9,0,f,e,1,1,1,4,6,p,2,1,2,1,v,p
e,f,y,4,1,n,t,1,2,2,7,3,p,2,1,4,3,y,d
p,f,f,3,0,f,e,1,1,1,6,0,p,2,1,2,1,y,d
p,x,y,9,0,f,e,1,1,1,4,4,p,2,1,2,1,y,p
p,x,s,3,1,f,t,1,0,0,7,7,p,2,1,4,1,s,g
p,f,y,9,0,f,e,1,1,1,4,4,p,2,1,2,1,v,p
p,x,y,9,0,f,e,1,1,1,4,6,p,2,1,2,1,v,p
p,x,f,8,0,c,e,1,2,2,7,7,p,2,1,4,2,s,d
p,x,f,9,0,f,e,1,1,1,4,6,p,2,1,2,1,y,d
p,f,s,0,1,f,t,1,0,2,7,7,p,2,1,4,1,s,u
p,x,y,9,0,f,e,1,1,1,6,0,p,2,1,2,1,y,g
p,x,y,3,0,f,e,1,1,1,4,6,p,2,1,2,1,y,d
p,f,f,9,0,f,e,1,1,1,0,0,p,2,1,2,1,y,g
p,f,s,5,1,n,e,1,2,2,7,7,p,2,2,4,5,v,g
p,f,s,0,1,f,t,1,0,0,7,7,p,2,1,4,1,v,u
p,x,y,3,0,f,e,1,1,1,0,0,p,2,1,2,1,v,g
p,x,y,3,0,f,e,1,1,1,6,0,p,2,1,2,1,y,g
p,x,y,3,0,f,e,1,1,1,0,6,p,2,1,2,1,v,g
p,f,f,3,0,f,e,1,1,1,6,4,p,2,1,2,1,y,p
p,f,f,3,0,f,e,1,1,1,6,6,p,2,1,2,1,v,p
p,x,f,9,0,f,e,1,1,1,6,6,p,2,1,2,1,y,p
p,f,f,9,0,f,e,1,1,1,6,4,p,2,1,2,1,v,p
e,f,y,7,0,n,e,0,2,0,7,7,p,2,1,1,1,v,d
p,x,f,9,0,f,e,1,1,1,0,0,p,2,1,2,1,y,g
e,f,f,2,1,n,t,1,2,2,3,7,p,2,1,4,3,v,d
p,f,f,9,0,f,e,1,1,1,4,6,p,2,1,2,1,y,g
p,x,f,9,0,f,e,1,1,1,6,6,p,2,1,2,1,v,g
p,x,y,4,0,f,t,0,1,2,6,6,p,2,1,0,7,v,l
p,x,y,3,0,f,e,1,1,1,0,0,p,2,1,2,1,y,g
p,x,f,9,0,f,e,1,1,1,0,6,p,2,1,2,1,y,d
p,f,f,3,0,f,e,1,1,1,6,6,p,2,1,2,1,y,g
p,x,y,3,0,f,e,1,1,1,0,0,p,2,1,2,1,v,p
p,x,y,3,0,f,e,1,1,1,0,0,p,2,1,2,1,y,g
p,x,f,9,0,f,e,1,1,1,0,6,p,2,1,2,1,y,d
p,f,f,9,0,f,e,1,1,1,4,4,p,2,1,2,1,y,g
p,f,y,3,0,f,e,1,1,1,4,6,p,2,1,2,1,v,p
p,f,y,3,0,f,e,1,1,1,6,0,p,2,1,2,1,y,g
e,f,y,4,1,n,t,1,2,2,6,7,p,2,1,4,3,y,d
p,x,y,9,0,f,e,1,1,1,4,6,p,2,1,2,1,v,g
e,f,f,2,1,n,t,1,2,2,7,7,p,2,1,4,2,y,d
p,x,f,9,0,f,e,1,1,1,0,4,p,2,1,2,1,y,d
p,x,y,3,0,f,e,1,1,1,6,0,p,2,1,2,1,y,p
p,f,y,3,0,f,e,1,1,1,6,4,p,2,1,2,1,y,p
p,x,f,9,0,f,e,1,1,1,6,0,p,2,1,2,1,y,p
p,f,f,3,0,f,e,1,1,1,4,0,p,2,1,2,1,v,d
p,f,f,3,0,f,e,1,1,1,6,0,p,2,1,2,1,v,d
p,f,y,3,0,f,e,1,1,1,4,0,p,2,1,2,1,y,p
p,f,y,3,0,f,e,1,1,1,6,4,p,2,1,2,1,y,g
p,x,f,9,0,f,e,1,1,1,0,6,p,2,1,2,1,v,d
p,x,y,9,0,f,e,1,1,1,6,4,p,2,1,2,1,y,p
p,f,f,9,0,f,e,1,1,1,4,6,p,2,1,2,1,v,d
p,x,y,3,0,f,e,1,1,1,0,6,p,2,1,2,1,y,d
p,f,f,9,0,f,e,1,1,1,6,0,p,2,1,2,1,y,p
p,f,y,3,0,f,e,1,1,1,0,6,p,2,1,2,1,v,d
p,x,f,5,0,c,e,1,2,2,7,7,p,2,1,4,2,s,d
p,f,f,9,0,f,e,1,1,1,6,0,p,2,1,2,1,v,d
p,x,y,3,0,f,e,1,1,1,4,6,p,2,1,2,1,v,d
p,x,y,9,0,f,e,1,1,1,0,6,p,2,1,2,1,y,g
p,x,y,3,0,f,e,1,1,1,6,0,p,2,1,2,1,v,d
p,f,y,9,0,f,e,1,1,1,4,0,p,2,1,2,1,v,p
p,x,y,3,0,f,e,1,1,1,0,6,p,2,1,2,1,y,p
p,x,f,9,0,f,e,1,1,1,6,4,p,2,1,2,1,v,d
p,f,y,3,0,f,e,1,1,1,0,0,p,2,1,2,1,v,d
p,f,y,3,0,f,e,1,1,1,6,0,p,2,1,2,1,v,g
p,x,y,9,0,f,e,1,1,1,6,4,p,2,1,2,1,y,d
p,f,f,9,0,f,e,1,1,1,6,0,p,2,1,2,1,y,d
p,x,y,3,0,f,e,1,1,1,6,4,p,2,1,2,1,v,d
p,x,y,9,0,f,e,1,1,1,0,0,p,2,1,2,1,y,d
p,x,y,3,0,f,e,1,1,1,0,6,p,2,1,2,1,v,d
p,x,y,3,0,f,e,1,1,1,0,6,p,2,1,2,1,y,g
p,x,f,9,0,f,e,1,1,1,4,0,p,2,1,2,1,v,g
p,x,y,3,0,f,e,1,1,1,4,0,p,2,1,2,1,y,d
p,f,f,3,0,f,e,1,1,1,6,0,p,2,1,2,1,y,p
p,f,f,3,0,f,e,1,1,1,0,0,p,2,1,2,1,v,g
p,x,y,3,0,f,e,1,1,1,4,4,p,2,1,2,1,v,p
p,x,f,9,0,f,e,1,1,1,4,6,p,2,1,2,1,v,d
p,x,y,3,0,f,e,1,1,1,6,4,p,2,1,2,1,y,d
p,f,f,3,0,f,e,1,1,1,4,0,p,2,1,2,1,v,p
p,x,y,9,0,f,e,1,1,1,4,6,p,2,1,2,1,v,p
p,x,f,9,0,f,e,1,1,1,6,4,p,2,1,2,1,v,d
p,f,y,3,0,f,e,1,1,1,4,4,p,2,1,2,1,y,d
p,f,f,3,0,f,e,1,1,1,0,6,p,2,1,2,1,v,p
e,x,s,5,1,n,e,0,2,2,7,7,p,2,2,0,7,c,w
p,f,f,9,0,f,e,1,1,1,4,6,p,2,1,2,1,v,d
p,x,s,5,0,c,e,1,2,2,7,7,p,2,1,4,2,v,d
p,x,f,9,0,f,e,1,1,1,6,6,p,2,1,2,1,y,g
p,f,f,3,0,f,e,1,1,1,0,6,p,2,1,2,1,y,p
p,x,f,9,0,f,e,1,1,1,4,0,p,2,1,2,1,y,g
e,f,f,2,1,n,t,1,2,2,6,6,p,2,1,4,3,y,d
p,x,y,9,0,f,e,1,1,1,0,4,p,2,1,2,1,v,d
p,x,f,9,0,f,e,1,1,1,0,6,p,2,1,2,1,y,g
p,f,y,3,0,f,e,1,1,1,4,6,p,2,1,2,1,v,g
p,f,f,9,0,f,e,1,1,1,0,6,p,2,1,2,1,y,g
e,f,y,4,1,n,t,1,2,2,6,7,p,2,1,4,3,v,d
p,x,y,9,0,f,e,1,1,1,0,0,p,2,1,2,1,y,p
p,f,f,3,0,f,e,1,1,1,6,0,p,2,1,2,1,v,p
p,x,y,9,0,f,e,1,1,1,6,4,p,2,1,2,1,v,p
p,f,f,9,0,f,e,1,1,1,6,4,p,2,1,2,1,y,d
p,f,y,9,0,f,e,1,1,1,4,6,p,2,1,2,1,y,d
p,f,y,3,0,f,e,1,1,1,6,6,p,2,1,2,1,v,g
p,f,f,3,0,f,e,1,1,1,0,6,p,2,1,2,1,v,g
p,x,y,9,0,f,e,1,1,1,0,4,p,2,1,2,1,y,g
p,f,y,3,0,f,e,1,1,1,4,4,p,2,1,2,1,y,p
p,x,y,9,0,f,e,1,1,1,4,4,p,2,1,2,1,y,g
e,f,f,3,1,n,t,1,2,2,7,7,p,2,1,4,3,y,d
p,x,s,3,1,f,t,1,0,2,7,7,p,2,1,4,1,s,g
p,x,y,4,0,f,t,0,2,1,6,7,p,2,1,0,7,v,p
p,f,s,3,1,f,t,1,2,0,7,7,p,2,1,4,1,v,g
p,f,y,3,0,f,e,1,1,1,0,4,p,2,1,2,1,y,g
p,f,y,9,0,f,e,1,1,1,6,6,p,2,1,2,1,v,g
p,f,y,3,0,f,e,1,1,1,0,6,p,2,1,2,1,v,d
e,f,y,2,1,n,e,0,2,2,7,2,p,2,2,0,7,c,w
p,f,y,3,0,f,e,1,1,1,4,4,p,2,1,2,1,v,p
p,x,f,9,0,f,e,1,1,1,4,4,p,2,1,2,1,v,g
p,f,f,3,0,f,e,1,1,1,0,0,p,2,1,2,1,y,d
p,x,y,9,0,f,e,1,1,1,6,0,p,2,1,2,1,y,d
p,f,f,9,0,f,e,1,1,1,4,0,p,2,1,2,1,y,g
e,f,y,4,1,n,e,0,2,2,2,2,p,2,2,0,7,c,w
p,f,y,3,0,f,e,1,1,1,6,4,p,2,1,2,1,v,g
p,k,f,4,0,n,e,0,1,3,7,4,p,2,1,0,7,v,d
p,f,f,3,0,f,e,1,1,1,0,6,p,2,1,2,1,v,d
p,f,f,9,0,f,e,1,1,1,4,0,p,2,1,2,1,v,p
p,x,y,4,0,s,t,0,2,1,7,6,p,2,1,0,7,v,p
p,f,f,3,0,f,e,1,1,1,6,6,p,2,1,2,1,v,d
p,f,f,3,0,f,e,1,1,1,0,0,p,2,1,2,1,y,p
p,f,s,8,1,f,t,1,0,0,7,7,p,2,1,4,1,v,g
p,f,f,9,0,f,e,1,1,1,0,4,p,2,1,2,1,v,d
p,x,y,3,0,f,e,1,1,1,6,4,p,2,1,2,1,y,g
p,x,f,9,0,f,e,1,1,1,4,6,p,2,1,2,1,y,g
e,x,y,2,1,n,e,0,2,2,2,2,p,2,2,0,7,c,w
p,f,y,9,0,f,e,1,1,1,4,6,p,2,1,2,1,v,d
p,b,f,9,0,n,e,0,1,3,7,4,p,2,1,0,7,v,d
p,f,y,9,0,f,e,1,1,1,4,4,p,2,1,2,1,v,d
p,x,s,3,1,f,t,1,0,0,7,7,p,2,1,4,1,s,u
p,f,y,9,0,f,e,1,1,1,6,6,p,2,1,2,1,v,d
p,f,f,9,0,f,e,1,1,1,6,0,p,2,1,2,1,v,g
e,k,y,2,1,n,e,0,2,2,7,7,p,2,2,0,7,c,w
p,f,f,9,0,f,e,1,1,1,0,6,p,2,1,2,1,v,p
p,f,f,9,0,f,e,1,1,1,6,4,p,2,1,2,1,v,p
e,k,y,4,0,n,e,1,0,2,7,4,p,2,1,0,7,v,l
p,x,s,8,0,c,e,1,2,2,7,7,p,2,1,4,3,v,d
p,x,f,9,0,f,e,1,1,1,0,4,p,2,1,2,1,y,g
p,x,f,9,0,f,e,1,1,1,4,0,p,2,1,2,1,v,p
p,x,f,9,0,f,e,1,1,1,0,4,p,2,1,2,1,y,d
p,f,y,9,0,f,e,1,1,1,4,0,p,2,1,2,1,v,p
p,b,s,0,1,n,e,1,2,2,7,7,p,2,2,4,5,v,g
p,x,s,8,1,f,t,1,0,0,7,7,p,2,1,4,1,v,g
e,f,y,2,1,n,t,1,2,2,7,6,p,2,1,4,3,y,d
p,b,s,8,1,n,e,1,2,2,7,7,p,2,2,4,5,v,m
e,f,y,5,1,n,e,0,2,2,2,2,p,2,2,0,7,c,w
p,x,s,8,1,f,t,1,0,0,7,7,p,2,1,4,1,v,g
e,k,y,4,1,n,e,0,2,2,7,7,p,2,2,0,7,c,w
p,x,y,9,0,f,e,1,1,1,4,0,p,2,1,2,1,y,p
p,f,s,0,1,f,t,1,0,2,7,7,p,2,1,4,1,v,u
p,f,y,3,0,f,e,1,1,1,4,4,p,2,1,2,1,v,d
p,x,y,9,0,f,e,1,1,1,0,4,p,2,1,2,1,v,d
p,x,y,3,0,f,e,1,1,1,4,0,p,2,1,2,1,v,d
p,x,f,9,0,f,e,1,1,1,4,6,p,2,1,2,1,y,p
p,x,y,9,0,f,e,1,1,1,6,0,p,2,1,2,1,v,d
p,x,y,9,0,f,e,1,1,1,6,4,p,2,1,2,1,y,d
p,x,f,9,0,f,e,1,1,1,0,4,p,2,1,2,1,y,p
p,x,y,3,0,f,e,1,1,1,0,0,p,2,1,2,1,y,p
p,f,f,3,0,f,e,1,1,1,4,4,p,2,1,2,1,v,p
e,k,s,2,1,n,e,0,2,2,2,7,p,2,2,0,7,c,w
e,f,y,4,1,n,e,0,2,2,2,7,p,2,2,0,7,c,w
e,f,s,0,1,n,e,0,2,2,2,7,p,2,2,0,7,c,w
p,x,y,9,0,f,e,1,1,1,0,0,p,2,1,2,1,v,d
e,f,f,3,1,n,t,1,2,2,6,6,p,2,1,4,3,v,d
p,f,f,9,0,f,e,1,1,1,4,4,p,2,1,2,1,y,p
p,f,y,3,0,f,e,1,1,1,6,6,p,2,1,2,1,y,g
p,x,s,3,1,f,t,1,0,0,7,7,p,2,1,4,1,v,g
p,f,f,3,0,f,e,1,1,1,6,6,p,2,1,2,1,v,p
p,x,f,9,0,f,e,1,1,1,6,0,p,2,1,2,1,y,d
p,f,f,9,0,f,e,1,1,1,4,6,p,2,1,2,1,v,g
p,x,y,4,0,f,t,0,1,1,7,7,p,2,1,0,7,v,l
p,f,f,3,0,f,e,1,1,1,0,4,p,2,1,2,1,v,p
e,f,y,4,1,n,e,0,2,2,7,7,p,2,2,0,7,c,w
e,f,y,2,1,n,t,1,2,2,3,6,p,2,1,4,2,v,d
p,f,y,3,0,f,e,1,1,1,6,0,p,2,1,2,1,y,g
p,x,y,9,0,f,e,1,1,1,6,6,p,2,1,2,1,v,p
